STATUS,AGENDA_DATE,ITEM_NUMBER,REQUEST_TYPE,POSTING_LANGUAGE,LEAD_DEPT,SUB-DEPTS,TAGS,ATTACHMENTS,ITEM_TYPE,CURRENT_STATUS,CURRENT_STATUS_UPDATED,PERSONAL_TAG
Open,11/21/2024 12:00:00 AM,076,Resolution,"Approve a resolution directing the City Manager to prioritize City-owned land,
especially within Equitable Transit-Oriented Developments, for the development
of income-restricted shared-equity senior housing and housing for people with
disabilities, including cooperative housing and community land trusts",Housing,,,https://www.austintexas.gov/department/city-council/2024/20241121-reg.htm#076,Item,"The Housing Department is etending the response deadline to December 1, 2025.
This extension will allow for thorough evaluation of financing structures and
exploration of the City's property holdings within the Equitable Transit
Oriented Development (ETOD) Overlay. The Austin Housing Finance Corporation
(AHFC) has reviewed its vacant and underutilized land to plan future development
partnerships, conidering Community Land Trust development and senior housing
suitability. (see memo for details)",07/21/2025 03:07:11 PM,
Open,12/12/2024 12:00:00 AM,062,Resolution,"Approve a resolution directing the City Manager to allocate to the House Our
People Endowment (HOPE) Fund revenue received from the Austin Tourism Public
Improvement District as a result of the City performing services or providing
incentives for advertising, promotion, or business recruitment, directly related
to hotels.",Austin Convention Center,"Financial Services,Homeless Strategy Office",,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#062,Item,,,
Open,12/12/2024 12:00:00 AM,065,Resolution,"Approve a resolution directing the City Manager to explore opportunities to
expand future public access to the Colorado River waterfront downstream of the
Longhorn Dam through land acquisition, parkland dedication, trail easements, and
other appropriate methods, including use of City-owned property along the
Colorado River.",Austin Parks and Recreation,Financial Services,,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#065,Item,"As directed by Council and as part of the FY25 Budget adoption process, Austin
Parks and Recreation Department (PARD) is working with other City Departments to
expend $50 million in Certificates of Obligation (CO) for land acquisition in
FY25. Other Departments include Watershed Protection Department (WPD), Austin
Water (AW) and Transportation and Public Works Department (TPW). This
cross-departmental team developed land acquisition criteria to identify key gaps
along both shores of the Colorado River between John Treviño Metro Park and
Hornsby Bend, and downstream of the Dog’s Head MUD to FM 969. These properties
are critical acquisitions under high development pressure fronting the Colorado
River.",05/01/2025 07:58:02 PM,
Open,12/12/2024 12:00:00 AM,066,Resolution,"Approve a resolution directing the City Manager to work with the Central Texas
Regional Mobility Authority (CTRMA) to refine the proposal for the MoPac South
project to align with Council-approved mobility and environmental plans; to
collaborate with interagency partners to create a Project Connect Southwest
Austin action plan, including identification of a park and ride facility
location on MoPac South; and to submit official comments to the MoPac South Open
House #6.",Transportation and Public Works,,,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#066,Item,"A memo with staff response to the resolution has been submitted to ACM for
review/approval. TPW staff worked with stakeholders including the CTRMA, Capital
Metro, Austin Transit Partnership, and various City departments, to prepare a
comprehensive response to the Council's direction.",06/30/2025 06:27:40 PM,
Open,12/12/2024 12:00:00 AM,133,Resolution,"Approve a resolution directing the City Manager to review the inventory of
current boards and commissions, task forces, council corporations, and
intergovernmental bodies and return to City Council with recommendations and an
associated City Code amendment, establish a website, evaluate translation
services, and work with the City Clerk regarding a regular sunset review
process.",City Manager's Office,"Public Information Office,City Clerk",,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#133,Item,"An update was sent to Mayor and City Council on August 13th, 2025. On October
15, 2025, staff will return to the Audit and Finance Committee to present the
results from the pilot and offer recommendations for next steps based on the
test application of the Boards and Commissions Assessment Framework.",08/27/2025 06:43:34 PM,
Open,12/12/2024 12:00:00 AM,061,Resolution,"Approve a resolution directing the City Manager to explore opportunities with
educational partners to offer professional development, college credits and
other professional certifications to City employees, commissioners, and Council
members.",Human Resources,,,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#061,Item,"Staff has finalized possible policy and program modifications for the City
Manager’s consideration. These modifications may include the following: changes
to the tuition reimbursement program dependent on funding availability,
developing partnerships with educational institutions for credit articulation
for employer training, credit for experience and City Council training
opportunities.",09/10/2025 09:06:51 PM,
Open,01/30/2025 12:00:00 AM,077,Resolution,"Approve a resolution initiating rezoning of approximately 330 acres of
City-owned property known as John Treviño Jr. Metropolitan Park located at 9501
FM 969, Austin, Texas, and directing the City Manager to prepare a process that
will allow for rezoning of other park property across the city over a multi-year
period.",Austin Parks and Recreation,"Planning,Austin Parks and Recreation",Zoning,https://www.austintexas.gov/department/city-council/2025/20250130-reg.htm#077,Item,"PARD staff met with the Planning Department on Friday Feb. 7, 2025 to go over
the rezoning application. Staff is currently gathering the documents required to
submit the rezoning application to the Planning Department. The tentative
schedule is to get on the Zoning and Platting Commission by April/May and back
on the City Council’s Agenda for consideration by June 2025",04/30/2025 02:30:13 PM,
Open,01/30/2025 12:00:00 AM,079,Resolution,"Approve a resolution declaring the City's support for the United Nations
Sustainable Development Goals (SDGs) and directing the City Manager to identify
and register existing major City actions that accelerate implementation of the
SDGs and to recommend additional major City actions that could accelerate
implementation of the SDGs",Office of Climate Action & Resilience,,Environment,https://www.austintexas.gov/department/city-council/2025/20250130-reg.htm#079,Item,"Staff worked with UT Connect to prepare a report on City policies, programs, and
commitments that align with the UN’s Sustainable Development Goals (SDGs) and is
currently working on preparing a memo to council. We are on track to share the
memo by the due date.",09/26/2025 04:18:37 PM,
Open,01/30/2025 12:00:00 AM,080,Resolution,"Approve a resolution directing the City Manager to prepare a report and make
recommendations to the Public Safety Committee regarding the City’s police and
non-police responses to mental health-related incidents and to requests for
service made through the 911 and 311 systems.",Austin Police Department,"Downtown Austin Community Court,Austin Public Health,Austin Energy",,https://www.austintexas.gov/department/city-council/2025/20250130-reg.htm#080,Item,"Project data has been collected and a co-response pilot is scheduled to be
launched October 2025. A status update memorandum is expected to be released by
the end of October 2025.",10/07/2025 08:00:03 PM,
Open,02/13/2025 12:00:00 AM,030,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development Code) to amend the East Riverside Corridor Regulating Plan to remove
the property located at 1201 Tinnin Ford Road, Austin, Texas and waiving the
requirement for recommendation by the Codes and Ordinances Joint Committee.",Planning,,Zoning,https://www.austintexas.gov/department/city-council/2025/20250213-reg.htm#030,Item,"On February 13, 2025, City Council approved Resolution No. 20250213-030
initiating amendments to City Code Title 25 (Land Development Code) to amend the
East Riverside Corridor Regulating Plan to remove the property located at 1201
Tinnin Ford Road and to amend the boundaries of the East Riverside Corridor
Regulating Plan. The approximate 2.3368-acre property located at 1201 Tinnin
Ford Road, which lies directly adjacent to the Lakeshore Planned Unit
Development (PUD), was rezoned within the boundary of the ERC Regulating Plan by
Ordinance No. 20130509-042. In August 2023, a planned unit development amendment
application was submitted to the City under Case No. C814-06-0103.03 (the PUD
Amendment Application) to amend the development regulations within the Lakeshore
PUD and to add the Tinnin Ford Tract to the Lakeshore PUD. Therefore, for the
PUD amendment application to include the Tinnin Ford Tract, a Code amendment to
change the boundary of the ERC Regulating Plan is required. The code amendment
was scheduled at Planning Commission on the dates below in conjunction with the
accompanying PUD rezoning case. The code amendment is now scheduled for Planning
Commission public hearing and consideration on May 27, 2025, and it is on the
June 5, 2025, Council agenda. Staff can offer the case, and accompanying
rezoning, on first reading at the June 5, 2025, with the intention of returning
to Council on July 24, 2025, for consideration of second and third reading.
Parks Board, Planning Commission, and City Council Schedule: 1. May 13, 2025: PC
- staff postponement to 5/27 PC 2. May 19, 2025: Parks Board (PUD application
only) 3. May 27, 2025– public hearing and recommendation consideration on both
code amendment and PUD rezoning application 4. June 5, 2025: CC - 1st reading
consideration (ordinance would not be ready to go on all 3 readings) 5. July 24,
2025: CC (1st Council Date after Summer Recess)- 2nd/3rd reading consideration",05/20/2025 04:43:10 PM,
Open,02/13/2025 12:00:00 AM,031,Resolution,"Approve a resolution relating to the establishment of the Downtown Austin
Strategic Initiative to track, oversee, coordinate, implement, and identify any
additional funding needed for all projects and programs within and impacting
downtown Austin, focusing on mobility and infrastructure, music and arts,
cultural and historical assets, economic and workforce development, public
safety, homelessness, and parks and greenspace",Safety,"Homeless Strategy Office,Watershed Protection,Austin Parks and Recreation",,https://www.austintexas.gov/department/city-council/2025/20250213-reg.htm#031,Item,"A memo was sent to Mayor and Council on March 14, 2025 with an update. The memo
outlines that the City Manager is proposing to establish a downtown strategy
office to ensure a shared understanding of all projects and programs affecting
Downtown and to lead a data-driven management system that translates broad
strategic guidance into specific, actionable tasks. The new office will seek to
integrate planning and execution into one cohesive program and will coordinate
closely across City departments as well as with community, business, and other
governmental stakeholders. Through this integrated approach, staff hopes to
build a safer, more vibrant, and accessible Downtown Austin for both residents
and visitors.",03/21/2025 07:01:52 PM,
Open,02/13/2025 12:00:00 AM,052,Resolution,"Approve a resolution recognizing the 150th anniversaries of Huston-Tillotson
University and Ebenezer Baptist Church, and directing the City Manager to
expedite visibility and accessibility efforts, including lighting improvements,
street banners, and signage within the African American Cultural Heritage
District.",Economic Development Department,Transportation and Public Works,,https://www.austintexas.gov/department/city-council/2025/20250213-reg.htm#052,Item,City Manager's Office sent council a memo regarding staff update on 4/3/2025.,04/04/2025 03:09:52 PM,
Open,02/27/2025 12:00:00 AM,029,Resolution,"Approve a resolution adopting a policy for the City to conduct publicly
accessible meet and confer and collective bargaining labor contract negotiations
with the representative associations for City public safety employees and to
ensure that documents exchanged during those labor contract negotiations are
publicly accessible.",Labor Relations,,,https://www.austintexas.gov/department/city-council/2025/20250227-reg.htm#029,Item,"On February 27, 2025, the City Council approved Resolution No. 020250227-029.
The Austin Labor Relations Office is responsible for meet-and-confer and
collective bargaining negotiations. As such, Labor Relations has implemented
this resolution. All documents and public hearings are accessible on YouTube and
a link on the Labor Relations website.",10/02/2025 08:23:58 PM,
Open,03/06/2025 12:00:00 AM,029,Resolution,"Approve a resolution directing the City Manager to review and make recommended
updates to Chapter 7-2 (Art in Public Places), to include provisions governing
artwork on public-private partnership capital development project, public art on
private property and the collection and use of funds for creation, maintenance,
conservation, deaccession and re-installation of art.","Office of Arts, Culture, Music and Entertainment",,Culture,https://www.austintexas.gov/department/city-council/2025/20250306-reg.htm#029,Item,"AACME staff are continuing to work with partner departments and Law on proposed
edits to the AIPP Ordinance. We plan to bring the Ordinance update forward in
November for City Council approval.",10/07/2025 05:14:14 PM,
Open,03/06/2025 12:00:00 AM,030,Ordinance,"Approve an ordinance amending Resolution No. 021003-40 and Ordinance No.
20240814-006 to add Eeyore’s Birthday Party as a co-sponsored event for which
fees are waived annually, starting with the 2025 Eeyore’s Birthday Party, and
authorizing negotiation and execution of a co-sponsorship agreement with Friends
of the Forest Foundation to achieve the purposes of the co-sponsorship.","Office of Arts, Culture, Music and Entertainment",,,https://www.austintexas.gov/department/city-council/2025/20250306-reg.htm#030,Item,"Eeyor'es Birthday Party has been included as a City co-sponsored event during
the Fiscal Year 2026 Budget process.",10/06/2025 09:17:02 AM,
Open,,123,Resolution,,,,,,Item,,,
Open,03/27/2025 12:00:00 AM,059,Resolution,"Approve a resolution directing the City Manager to amend City Code Chapter 4-2
(Alarm Systems) to create a requirement for alarm system installers to verify if
an alarm site has an alarm permit, create a verification requirement for burglar
alarm monitoring services before the City responds to a burglar alarm, create an
in-person conference requirement for alarm permit holders, modify the conditions
for which an alarm permit can be revoked, add notification requirements when a
permit is revoked, consider programs and policies related to voluntary
registration of private security cameras for police access during public safety
emergencies; and to review and recommend changes to current policies and
procedures to reduce the number of false alerts from burglar and fire alarm
systems.",Austin Police Department,,Public Safety,https://www.austintexas.gov/department/city-council/2025/20250327-reg.htm#059,Item,"Work on this project remains ongoing. A status update memorandum is expected to
be released by November 2025.",10/07/2025 08:28:04 PM,
Open,03/27/2025 12:00:00 AM,063,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development Code) to establish a land use and regulations allowing a property to
be used for life science in certain zoning districts",Planning,,,https://www.austintexas.gov/department/city-council/2025/20250327-reg.htm#063,Item,"Staff has engaged with stakeholders, reviewed and researched similar uses and
regulations established by peer municipalities, and has begun drafting proposed
code language for Life Science Use. Staff anticipates scheduling the code
amendment for public hearings in early 2026, when the next citywide public
notification mailing is expected to be sent.",09/23/2025 06:15:58 PM,
Open,04/10/2025 12:00:00 AM,031,Resolution,"Approve a resolution relating to the Sixth Street Safety Plan pilot program,
including data collection and reporting, infrastructure and mobility
improvements, parking and transportation coordination, and public safety and
business regulation.",Transportation and Public Works,"Austin Police Department,Development Services Department,Economic Development Department",,https://www.austintexas.gov/department/city-council/2025/20250410-reg.htm#031,Item,"A cross-department team led by CMO with representatives from TPW, APD, ACME,
DSD, CPIO, ARR, HSO, etc. has been meeting bi-weekly to advance initiatives
noted in this CIUR. Updated data collection and reporting metrics (Item 1 in
CIUR) are anticipated to be released in August. Coordination continues to
advance initiatives noted in Items 2 and 3.",07/28/2025 02:55:30 PM,
Open,04/24/2025 12:00:00 AM,055,Resolution,"Approve a resolution regarding establishing artificial intelligence guidelines,
policies and oversight, workforce considerations, environmental impacts, digital
equity, and public engagement.",Communications and Technology Management,"Budget and Operational Excellence,Austin Energy,Human Resources",,https://www.austintexas.gov/department/city-council/2025/20250424-reg.htm#055,Item,"A cross-departmental committee—spanning CTM, Austin Energy, Austin Water, and
multiple City offices and commissions—is actively advancing all eight
Council-directed AI resolutions. While significant progress has been achieved,
two major developments require additional review: the White House’s release of
America’s AI Action Plan (July 23, 2025) and the Texas Legislature’s passage of
H.B. 149 regulating AI use (June 22, 2025). The committee is working closely
with the City’s Law Department to assess the implications of these changes and
will deliver completed proposals for each resolution in the October 2025 update
to the City Manager’s Office.",09/02/2025 02:59:02 PM,
Open,05/08/2025 12:00:00 AM,041,Resolution,"APPROVE A RESOLUTION SUPPORTING SENATE BILL 2355 AND HOUSE BILL 2415, WHICH
DESIGNATE THE PORTION OF FARM-TO-MARKET ROAD 969 BETWEEN U.S. HIGHWAY 183 AND
DECKER LANE AS THE SENIOR POLICE OFFICER LEWIS 'ANDY' TRAYLOR MEMORIAL HIGHWAY,
IN HONOR OF HIS LIFE, SERVICE, AND SACRIFICE TO THE CITY OF AUSTIN.",Intergovernmental Relations,,,https://www.austintexas.gov/department/city-council/2025/20250508-reg.htm#041,Item,"The Intergovernmental Relations Office registered in support of House Bill 2415
on May 7, 2025 and notified the legislative delegation of the City's support and
passed resolution. The bill passed during the 89th Session of the Texas
Legislature and designates a portion of Farm-to-Market Road 969 in Travis County
as the Senior Police Officer Lewis ""Andy"" Traylor Memorial Highway. It becomes
effective September 1, 2025.",08/27/2025 01:31:53 PM,
Open,05/08/2025 12:00:00 AM,042,Resolution,"Approve a resolution initiating zoning of approximately 3.1 acres of City owned
property known as Sir Swante Palm Neighborhood Park and commonly referred to as
Palm Park located at 200 North Interstate Highway 35 Service Road Southbound,
Austin, Texas.",Austin Parks and Recreation,,,https://www.austintexas.gov/department/city-council/2025/20250508-reg.htm#042,Item,,,
Open,05/22/2025 12:00:00 AM,051,Resolution,"Approve a resolution directing the City Manager to work with local government
entities to identify opportunities to improve economic growth, public health and
wellbeing, and public safety and lower taxes on the City’s taxpayers.",Intergovernmental Relations,,,https://www.austintexas.gov/department/city-council/2025/20250522-reg.htm#051,Item,,,
Open,05/22/2025 12:00:00 AM,052,Resolution,"Approve a resolution directing the City Manager to analyze City-owned property
and property owned or operated by other local governmental entities within the
Austin Energy load zone for solar generation potential, make recommendations for
priority projects, and return to Council with the recommendations and analysis
needed to implement development.",Building Services,"Office of Climate Action & Resilience,Austin Energy",,https://www.austintexas.gov/department/city-council/2025/20250522-reg.htm#052,Item,"Staff have completed the following work to date: engaged a consultant to support
site selection and the development of a procurement strategy, conducted an
initial site screening and assessment, conducted an initial electrical analysis
to identify electricity use and interconnection capacity availability,
identified and began outreach to other facility-managing departments to build
upfront support, and identified and are analyzing three potential
ownership/financial approaches. Staff will finalize a prioritized portfolio of
viable sites for solar generation and develop a procurement strategy by December
2025.",09/02/2025 03:00:15 PM,
Open,05/22/2025 12:00:00 AM,053,Resolution,"Approve an ordinance partially repealing Ordinance No. 831103-C as to the name
of Westenfield Neighborhood Park; waiving the requirements of City Code Chapter
14-1, Article 4 (Approval of a Name for a Public Facility or Property); and
renaming Westenfield Neighborhood Park to Don Baylor Neighborhood Park.",Austin Parks and Recreation,,,https://www.austintexas.gov/department/city-council/2025/20250522-reg.htm#053,Item,,,
Open,06/05/2025 12:00:00 AM,083,Resolution,"Approve a resolution directing the City Manager to work with the Office of
Violence Prevention (OVP) to enter a memorandum of understanding with Travis
County and collaborate with public health and safety leaders on a comprehensive
public health and safety plan, assess the OVP's current governance structure,
and return to Council with recommendations to elevate and sustain OVP's role for
the benefit of the community.",Austin Public Health,,,https://www.austintexas.gov/department/city-council/2025/20250605-reg.htm#083,Item,,,
Open,06/05/2025 12:00:00 AM,084,Resolution,"Approve a resolution affirming the City’s commitment to ensuring it is an
age-friendly community and directing the City Manager to expand resources and
programming for the older adult community, including implementing the 2016
Age-Friendly Action Plan, developing new senior centers in underserved areas,
creating a specific budget for senior services and programming, working with
CapMetro to improve transportation options for older adults, and developing a
fraud prevention initiative for older adults.",Austin Public Health,"Budget and Operational Excellence,Transportation and Public Works",,https://www.austintexas.gov/department/city-council/2025/20250605-reg.htm#0804,Item,,,
Open,05/22/2025 12:00:00 AM,054,Resolution,"Approve a resolution directing the City Manager to prepare City Code amendments
that will prohibit the sale of e-cigarettes, vapes, and synthetic nicotine
products within 1,000 feet of a school or daycare; initiating amendments to City
Code Title 25 (Land Development) to the extent necessary to carry out the goal
of the resolution; and requesting a report and stakeholder engagement on any
proposed ordinances prepared in response to the resolution.",Austin Public Health,,,https://www.austintexas.gov/department/city-council/2025/20250522-reg.htm#054,Item,"APH is leading a multi-department research study in to peer-City research f
synthetic nicotine products and e-cigarettes of any kind regulations. The
workgroup is determining the best approach given Texas law and the intention of
the resolution to regulate all retail environments near schools and daycares,
and not just vape and tobacco shops. Staff have conducted preliminary
stakeholder meetings with four (4) public health organizations, the City of San
Antonio, and attended three (3) community meetings for school personnel, daycare
personnel, and youth advocates. Next steps include engaging with convenience and
vape and tobacco shop owners and managers, as well as school administrators,
district personnel, and day care owners. Staff will prepare a report summarizing
engagement efforts. Feedback gathered during the engagement process will inform
development of a draft ordinance.",10/23/2025 03:22:09 PM,
Open,05/22/2025 12:00:00 AM,055,Resolution,"Approve a resolution directing the City Manager to prepare a report that
provides a comprehensive review of recent City communications and marketing
initiatives and identify metrics of success to be used for City communications
and marketing initiatives, and to direct the City Manager to present the results
of the report and standardized list of metrics for use by all City departments
to City Council no later than the December 11, 2025 meeting.",Communications and Public Information Office,,,https://www.austintexas.gov/department/city-council/2025/20250522-reg.htm#055,Item,,,
Open,05/22/2025 12:00:00 AM,057,Resolution,"Approve a resolution reaffirming the City of Austin’s commitment to ensuring
safe routes to school, supporting community school zone requests, and directing
the City Manager to complete or update certain Safe Routes to School
Infrastructure Reports, explore incorporating high schools into the Safe Routes
to Schools Program, to deliver to Council and the Bond Election Advisory Task
Force estimated unmet funding requirements for consideration in the 2026 bond
package, and to report to Council on progress achieved.",Transportation and Public Works,,,https://www.austintexas.gov/department/city-council/2025/20250522-reg.htm#057,Item,,,
Open,05/22/2025 12:00:00 AM,105,Resolution,"Approve a resolution directing the development of a financing plan for design
and construction costs of certain elements, as well as work with local labor and
workforce development organizations, for the “Our Future 35: Austin’s Cap &
Stitch Program.”",Financial Services,,,https://www.austintexas.gov/department/city-council/2025/20250522-reg.htm#105,Item,"Staff are working with TXDOT staff on various schedule/timing factors for the
project. Staff is also exploring various financing and development opportunities
to support cap construction and amenities.",09/02/2025 02:54:35 PM,
Open,06/05/2025 12:00:00 AM,078,Resolution,"Approve a resolution directing the City Manager to support the creation of a
Family Justice Center (FJC) through an interlocal agreement and
intergovernmental working group between the City and Travis County, explore the
formation of a local government corporation, and identify funding sources to
support up to four full-time positions and necessary technical infrastructure
for FJC services.",Austin Public Health,Austin Police Department,,https://www.austintexas.gov/department/city-council/2025/20250605-reg.htm#078,Item,,,
Open,06/05/2025 12:00:00 AM,079,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development Code) to amend the East Riverside Corridor Regulating Plan to remove
from the boundary of the regulating plan the property located at 1705 and 1717
South Lakeshore Boulevard and 1712 East Riverside Drive, Austin, Texas, initiate
other amendments necessary to accomplish removal, and waiving the requirement
for recommendation by the Codes and Ordinances Joint Committee.",Planning,,,https://www.austintexas.gov/department/city-council/2025/20250605-reg.htm#079,Item,,,
Open,06/05/2025 12:00:00 AM,080,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development) to create a variety of density bonus combining districts, establish
a hierarchy of density bonus programs, and align Density Bonus 90 (DB 90)
Combining District and Vertical Mixed Use (V) Combining District so that these
programs fit within a density bonus hierarchy.",Planning,,,https://www.austintexas.gov/department/city-council/2025/20250605-reg.htm#080,Item,"The Schedule of Active Code Amendments, which is presented to the City Council
Housing and Planning Committee at each of their meetings, provides an overview
of all upcoming amendments to the Land Development Code. The code amendments
initiated by Resolution No. 20250605-080 relating to creation of density bonus
combining districts, establishing a hierarchy of density bonus programs and
aligning existing programs is expected to be completed by May 2026 in tandem
with additional recommendations related to supporting affordable housing. The
schedule has been developed with the goal of balancing staff workloads,
sequencing work as appropriate, and allowing adequate public engagement and
review while also balancing the capacity of our volunteer boards and
decision-makers. The schedule reflects an ambitious work program, and as
processes move forward, staff will continue to make adjustments while working to
identify specific review and adoption dates for the proposed timelines shown on
the chart. You can find additional information about adopted and active code
amendments at http://www.speakupaustin.org/ldcupdates. You can also find
additional information about this item in July 28, 2025 Staff Update to
Resolution No. 20250605-080 Regarding Creation of New Density Bonus Combining
Districts and Amending Density Bonus 90 and Vertical Mixed Use.",09/03/2025 07:41:17 PM,
Open,06/05/2025 12:00:00 AM,082,Resolution,"Approve a resolution directing the City Manager to explore options for expanding
eligibility for the City’s home repair programs to include small-scale landlords
who own no more than four rental units and rent to low-income tenants, and to
explore home repair policies and solutions that can improve housing quality for
naturally occurring affordable housing.",Housing,,,https://www.austintexas.gov/department/city-council/2025/20250605-reg.htm#082,Item,"The Housing Department has been actively conducting research on program
requirements and data analysis related to small landlords in Austin, while also
requesting information on relevant outreach efforts to this group by other City
departments to ensure a comprehensive approach.  We are compiling our findings
into a formal memo, which we anticipate completing by October 9, 2025.",09/30/2025 01:16:17 PM,
Open,06/05/2025 12:00:00 AM,085,Resolution,"Approve a resolution directing the City Manager to begin the process to rename
Plantation Road",Transportation and Public Works,,,https://www.austintexas.gov/department/city-council/2025/20250605-reg.htm#085,Item,"ATPW is awaiting confirmation from the sponsoring Council office on the proposed
name to rename Plantation Road. A new name has not been provided and the process
cannot start until then. The Council office stated they will conduct community
engagement in the area and would return to ATPW with a name.",10/14/2025 04:21:31 PM,
Open,07/24/2025 12:00:00 AM,120,Resolution,"Approve a resolution urging the Federal Aviation Administration to take
immediate and comprehensive action to enhance air traffic control operations at
Austin-Bergstrom International Airport.",Aviation,Intergovernmental Relations,,https://www.austintexas.gov/department/city-council/2025/20250724-reg.htm#120,Item,,,
Open,07/24/2025 12:00:00 AM,122,Resolution,"Approve a resolution directing the City Manager to establish a comprehensive,
city-led hate crimes response programs and resources housed within the Office of
Equity and Inclusion and to provide a memo to Council with an update by
September 24, 2025.",Office of Equity and Inclusion,"Austin Public Health,Austin Police Department,Communications and Public Information Office",,https://www.austintexas.gov/department/city-council/2025/20250724-reg.htm#122,Item,,,
Open,08/13/2025 12:00:00 AM,015,Resolution,"Approve a resolution directing the City Manager to work with the Department of
Aviation to explore and evaluate the feasibility of fee adjustments and new
revenue sources at the Austin-Bergstrom International Airport.",Aviation,"Financial Services,Budget and Operational Excellence",,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#015,Item,,,
Open,08/13/2025 12:00:00 AM,012,Resolution,"Approve a resolution directing the City Manager to develop a public dashboard to
report on the performance of service providers contracted to achieve the
Homelessness Strategy Office’s plan.",Homeless Strategy Office,Budget and Operational Excellence,,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#012,Item,,,"[""SERVICES""]"
Open,08/13/2025 12:00:00 AM,013,Resolution,"Approve a resolution directing the City Manager to establish a Parks Maintenance
Fund funded by the Special Event Park Maintenance Fee.",Austin Parks and Recreation,"Budget and Operational Excellence,Financial Services",,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#013,Item,,,"[""SERVICES""]"
Open,08/13/2025 12:00:00 AM,016,Resolution,"Approve a resolution related to the feasibility and implementation of a fee
dedicated to maintaining parks and feasibility and creation of a parks district
or a local government corporation to serve the purpose of a parks district.",Austin Parks and Recreation,"Financial Services,Budget and Operational Excellence",,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#016,Item,,,
Open,08/13/2025 12:00:00 AM,017,Resolution,"Approve a resolution directing the City Manager to provide and support
additional shelter capacity for families experiencing homelessness.",Homeless Strategy Office,Financial Services,,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#017,Item,,,
Open,08/13/2025 12:00:00 AM,018,Resolution,"Approve a resolution directing the City Manager to study and report to Council
on the feasibility of creating a new Joint Emergency Communications Department
to consolidate 911, emergency and non-emergency dispatch and communications
through the Austin Police Department, Austin Fire Department and Emergency
Medical Services Department.",Communications and Technology Management,Austin Energy,,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#018,Item,,,
Open,08/13/2025 12:00:00 AM,019,Resolution,"Approve a resolution requesting an amendment to City Code that would allow for
veterinarians employed by the City to spay and neuter all animals owned by the
City without delay or notification and would restore veterinary decision-making
regarding spaying and neutering animals owned by the City.",Animal Services,,,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#019,Item,,,
Open,08/13/2025 12:00:00 AM,020,Resolution,"Approve a resolution directing the City Manager to review all development and
permitting fees, create a stakeholder group to assist with the review and
provide input on the impact of full cost recovery on large and small projects,
and provide a report with recommendations and any suggested changes to fees,
process, and structure",Development Services Department,"Budget and Operational Excellence,Watershed Protection",,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#020,Item,,,
Open,08/13/2025 12:00:00 AM,021,Resolution,"Approve a resolution directing the City Manager to establish a real estate
development strategy and asset management system to evaluate existing City-owned
lands related to climate project usage including but not limited to carbon
sequestration, sustainable food production, and renewable energy generation.",Financial Services,,,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#021,Item,,,
Open,08/13/2025 12:00:00 AM,022,Resolution,"Approve a resolution directing the City Manager to establish a Climate Revolving
Fund dedicated to receiving funds from and expending funds for investments in
energy upgrades to City facilities, capture related savings, and reinvest funds
for additional savings",Office of Climate Action & Resilience,"Financial Services,Budget and Operational Excellence",,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#022,Item,,,
Open,08/13/2025 12:00:00 AM,023,Resolution,"Approve a resolution related to the implementation of the Fiscal Year 2025-2026
City budget and directing the City Manager to take necessary steps in the event
a proposed tax rate election does not pass.",Budget and Operational Excellence,,,,Item,,,
Open,08/13/2025 12:00:00 AM,024,Resolution,"Approve a resolution directing the City Manager to partner with local school
districts and the Central Texas Food Bank to establish on-site food pantries at
Title I elementary schools located within the City limits with parent support
specialists on campus.",Austin Public Health,,,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#024,Item,,,
Open,08/13/2025 12:00:00 AM,025,Resolution,"Approve a resolution directing the City Manager to work with the relevant
departments to explore and evaluate the feasibility of establishing a fee to
fund a comprehensive solar panel recycling process.",Austin Resource Recovery,"Austin Energy,Development Services Department",,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#025,Item,,,
